epoch,accuracy,loss,lr,mse,precision,recall,val_accuracy,val_loss,val_mse,val_precision,val_recall
0,0.49938270449638367,76.19584655761719,1e-05,0.4144117832183838,0.0,0.0,0.5,49.04926681518555,0.3441488742828369,0.0,0.0
1,0.5314815044403076,32.83615493774414,1e-05,0.3658086657524109,0.7475728392601013,0.09506172686815262,0.5027777552604675,20.286741256713867,0.39246147871017456,1.0,0.0055555556900799274
2,0.5709876418113708,13.0595703125,1e-05,0.3273565173149109,0.7804877758026123,0.1975308656692505,0.5638889074325562,7.642675876617432,0.3546474277973175,1.0,0.12777778506278992
3,0.5901234745979309,4.803070068359375,1e-05,0.35779502987861633,0.7991803288459778,0.24074074625968933,0.5305555462837219,2.774203300476074,0.4224500358104706,1.0,0.06111111119389534
4,0.6271604895591736,1.8097972869873047,1e-05,0.32005172967910767,0.8322580456733704,0.3185185194015503,0.5527777671813965,1.1886212825775146,0.34308457374572754,0.8518518805503845,0.12777778506278992
5,0.6358024477958679,0.9426308870315552,1e-05,0.31228700280189514,0.8353658318519592,0.3382716178894043,0.5138888955116272,0.8296430110931396,0.46124106645584106,1.0,0.02777777798473835
6,0.6493827104568481,0.7430290579795837,1e-05,0.2989595830440521,0.820105791091919,0.3827160596847534,0.7194444537162781,0.687096893787384,0.18700502812862396,0.7841726541519165,0.605555534362793
7,0.6685185432434082,0.6960611939430237,1e-05,0.2925529479980469,0.8620689511299133,0.40123456716537476,0.5944444537162781,0.7011120915412903,0.35059604048728943,0.9722222089767456,0.1944444477558136
8,0.6993827223777771,0.6719733476638794,1e-05,0.26463860273361206,0.8929440379142761,0.45308640599250793,0.5555555820465088,0.7091661095619202,0.41485896706581116,1.0,0.1111111119389534
9,0.7092592716217041,0.6614683270454407,1e-05,0.26347193121910095,0.9269521236419678,0.4543209969997406,0.5333333611488342,0.715380847454071,0.4466480314731598,1.0,0.06666667014360428
10,0.7327160239219666,0.6503201127052307,1e-05,0.23672400414943695,0.9217002391815186,0.5086419582366943,0.5222222208976746,0.7188383340835571,0.46081605553627014,1.0,0.04444444552063942
11,0.7623456716537476,0.6357820630073547,1e-05,0.21407398581504822,0.9550321102142334,0.5506172776222229,0.5111111402511597,0.7230596542358398,0.47387537360191345,1.0,0.02222222276031971
12,0.7820987701416016,0.6264629364013672,1e-05,0.19338448345661163,0.9560878276824951,0.5913580060005188,0.5666666626930237,0.7040634751319885,0.4271666705608368,1.0,0.13333334028720856
13,0.7956790328025818,0.6227288842201233,1e-05,0.18299421668052673,0.9579349756240845,0.6185185313224792,0.6111111044883728,0.681183934211731,0.35108500719070435,0.9166666865348816,0.24444444477558136
14,0.8222222328186035,0.6109591722488403,1e-05,0.16239367425441742,0.9694244861602783,0.6654320955276489,0.6638888716697693,0.6695311069488525,0.31125617027282715,0.8933333158493042,0.3722222149372101
15,0.8407407402992249,0.6020691990852356,1e-05,0.14568333327770233,0.9758620858192444,0.6987654566764832,0.699999988079071,0.6572251319885254,0.2766282558441162,0.875,0.46666666865348816
16,0.8574073910713196,0.5954846143722534,1e-05,0.13229165971279144,0.9800994992256165,0.729629635810852,0.6499999761581421,0.6718778014183044,0.321103036403656,0.8648648858070374,0.35555556416511536
17,0.8679012060165405,0.5908942222595215,1e-05,0.12527890503406525,0.9806451797485352,0.750617265701294,0.6416666507720947,0.6702923774719238,0.322992742061615,0.8805969953536987,0.32777777314186096
18,0.8722222447395325,0.5876462459564209,1e-05,0.12083716690540314,0.9839486479759216,0.7567901015281677,0.6527777910232544,0.6668819189071655,0.31523221731185913,0.8873239159584045,0.3499999940395355
19,0.8808642029762268,0.5815945863723755,1e-05,0.11162862926721573,0.9904610514640808,0.7691357731819153,0.7083333134651184,0.6462588310241699,0.2635372281074524,0.9120879173278809,0.4611110985279083
20,0.8833333253860474,0.5799105167388916,1e-05,0.10843560844659805,0.9828926920890808,0.780246913433075,0.675000011920929,0.6588586568832397,0.299566388130188,0.8987341523170471,0.39444443583488464
21,0.8870370388031006,0.5777812004089355,1e-05,0.10512521862983704,0.9860464930534363,0.7851851582527161,0.6416666507720947,0.6696137189865112,0.3317866027355194,0.9180327653884888,0.31111112236976624
22,0.8962963223457336,0.573634922504425,1e-05,0.09631287306547165,0.9878419637680054,0.8024691343307495,0.6611111164093018,0.6580365896224976,0.301432728767395,0.8918918967247009,0.36666667461395264
23,0.9037036895751953,0.5695998668670654,1e-05,0.09220638871192932,0.9939576983451843,0.8123456835746765,0.6472222208976746,0.662493109703064,0.32858404517173767,0.9344262480735779,0.3166666626930237
24,0.9098765254020691,0.5655720829963684,1e-05,0.08527132123708725,0.9896755218505859,0.8283950686454773,0.7194444537162781,0.6377134323120117,0.2487206757068634,0.8989899158477783,0.49444442987442017
25,0.9129629731178284,0.5650899410247803,1e-05,0.08298175036907196,0.9926362037658691,0.8320987820625305,0.5972222089767456,0.6747326850891113,0.3669736087322235,0.9069767594337463,0.21666666865348816
26,0.9172839522361755,0.5618741512298584,1e-05,0.07952290028333664,0.9941520690917969,0.8395061492919922,0.7138888835906982,0.6357290744781494,0.24706017971038818,0.9139785170555115,0.4722222089767456
27,0.9234567880630493,0.5581611394882202,1e-05,0.07291097939014435,0.9928160905838013,0.8530864119529724,0.7611111402511597,0.6198089718818665,0.1953655630350113,0.8730158805847168,0.6111111044883728
28,0.9228395223617554,0.5584880113601685,1e-05,0.07427888363599777,0.991391658782959,0.8530864119529724,0.7861111164093018,0.6151745915412903,0.19085127115249634,0.9055117964744568,0.6388888955116272
