epoch,accuracy,loss,lr,mse,precision,recall,val_accuracy,val_loss,val_mse,val_precision,val_recall
0,0.4987654387950897,76.2252197265625,1e-05,0.4160095155239105,0.0,0.0,0.5,49.06637191772461,0.38037627935409546,0.0,0.0
1,0.5092592835426331,32.78242874145508,1e-05,0.3776775300502777,0.800000011920929,0.02469135820865631,0.5,20.187349319458008,0.3806595802307129,0.0,0.0
2,0.5524691343307495,12.956473350524902,1e-05,0.34172341227531433,0.7852349281311035,0.14444445073604584,0.5527777671813965,7.5308918952941895,0.34149253368377686,1.0,0.10555555671453476
3,0.5734567642211914,4.703312397003174,1e-05,0.36388644576072693,0.7716894745826721,0.20864197611808777,0.5444444417953491,2.685002326965332,0.4073736071586609,1.0,0.08888889104127884
4,0.6043210029602051,1.7441003322601318,1e-05,0.32751011848449707,0.8007117509841919,0.2777777910232544,0.5638889074325562,1.133546233177185,0.335138738155365,0.8709677457809448,0.15000000596046448
5,0.6222222447395325,0.9076198935508728,1e-05,0.31840068101882935,0.7946428656578064,0.3296296298503876,0.5111111402511597,0.8008991479873657,0.4673052430152893,1.0,0.02222222276031971
6,0.6432098746299744,0.7234706282615662,1e-05,0.30920979380607605,0.8204419612884521,0.36666667461395264,0.7388888597488403,0.6802721619606018,0.17363861203193665,0.7529411911964417,0.7111111283302307
7,0.6339505910873413,0.6912046074867249,1e-05,0.31986886262893677,0.8318042755126953,0.33580246567726135,0.519444465637207,0.7148963809013367,0.4545149803161621,1.0,0.03888889029622078
8,0.6734567880630493,0.6694895029067993,1e-05,0.29825282096862793,0.9002848863601685,0.3901234567165375,0.5833333134651184,0.6924492120742798,0.40167054533958435,1.0,0.1666666716337204
9,0.6475308537483215,0.6708714365959167,1e-05,0.3199411630630493,0.8769716024398804,0.3432098627090454,0.5249999761581421,0.7049261927604675,0.45256131887435913,1.0,0.05000000074505806
10,0.6753086447715759,0.6572795510292053,1e-05,0.2822950482368469,0.8678756356239319,0.4135802388191223,0.5388888716697693,0.6985136866569519,0.4367687702178955,1.0,0.07777778059244156
11,0.6950617432594299,0.6517642736434937,1e-05,0.26924970746040344,0.8726415038108826,0.45679011940956116,0.5249999761581421,0.7033002972602844,0.4556310772895813,1.0,0.05000000074505806
12,0.7006173133850098,0.6476742029190063,1e-05,0.26449185609817505,0.8805620670318604,0.4641975164413452,0.5361111164093018,0.6971132755279541,0.43970340490341187,1.0,0.07222222536802292
13,0.7074074149131775,0.6416965126991272,1e-05,0.257813960313797,0.9019138813018799,0.4654321074485779,0.550000011920929,0.6919218897819519,0.4222893714904785,1.0,0.10000000149011612
14,0.7351852059364319,0.6327566504478455,1e-05,0.23822391033172607,0.9399538040161133,0.5024691224098206,0.7138888835906982,0.6481741070747375,0.24038341641426086,0.8080000281333923,0.5611110925674438
15,0.7469135522842407,0.6291502118110657,1e-05,0.22596298158168793,0.9237288236618042,0.5382716059684753,0.5972222089767456,0.6780978441238403,0.3737120032310486,0.9487179517745972,0.20555555820465088
16,0.7641975283622742,0.6225678324699402,1e-05,0.21072010695934296,0.934959352016449,0.5679012537002563,0.5638889074325562,0.6899668574333191,0.40900883078575134,0.8709677457809448,0.15000000596046448
17,0.7765432000160217,0.6183596849441528,1e-05,0.2014966458082199,0.9444444179534912,0.5876542925834656,0.675000011920929,0.6541263461112976,0.27734047174453735,0.8461538553237915,0.4277777671813965
18,0.7839506268501282,0.6148327589035034,1e-05,0.19073858857154846,0.94921875,0.6000000238418579,0.5944444537162781,0.6782391667366028,0.3739051818847656,0.9473684430122375,0.20000000298023224
19,0.8117284178733826,0.6075505614280701,1e-05,0.17073357105255127,0.9533213376998901,0.6555555462837219,0.6638888716697693,0.6595746874809265,0.31152284145355225,0.9402984976768494,0.3499999940395355
