epoch,binary_accuracy,loss,lr,mse,precision,recall,val_binary_accuracy,val_loss,val_mse,val_precision,val_recall
33,0.9290123581886292,0.5512493848800659,1e-05,0.06802801787853241,0.9943100810050964,0.8629629611968994,0.7361111044883728,0.6244466304779053,0.23002152144908905,0.8899082541465759,0.5388888716697693
34,0.9327160716056824,0.5502451062202454,1e-05,0.06615684181451797,0.9971631169319153,0.8679012060165405,0.769444465637207,0.6146299839019775,0.20264869928359985,0.9008264541625977,0.605555534362793
35,0.930246889591217,0.5497893691062927,1e-05,0.06633066385984421,0.9971469044685364,0.8629629611968994,0.7333333492279053,0.6256144642829895,0.23327507078647614,0.9200000166893005,0.5111111402511597
36,0.9382715821266174,0.546923816204071,1e-05,0.06015801057219505,0.9971988797187805,0.8790123462677002,0.7777777910232544,0.6084107160568237,0.18739335238933563,0.9166666865348816,0.6111111044883728
37,0.9407407641410828,0.5451385378837585,1e-05,0.057933736592531204,0.9972144961357117,0.8839505910873413,0.7638888955116272,0.6139603853225708,0.2095784693956375,0.9279279112815857,0.5722222328186035
38,0.9407407641410828,0.5441427230834961,1e-05,0.05763816833496094,0.9958333373069763,0.885185182094574,0.7555555701255798,0.617199182510376,0.20847336947917938,0.8965517282485962,0.5777778029441833
39,0.9382715821266174,0.5452929735183716,1e-05,0.05635013431310654,0.9944289922714233,0.8814814686775208,0.7805555462837219,0.6116970777511597,0.19010895490646362,0.885496199131012,0.644444465637207
40,0.9493827223777771,0.542036771774292,1e-05,0.05022997036576271,0.9945651888847351,0.9037036895751953,0.7194444537162781,0.6237272620201111,0.2324123978614807,0.8834951519966125,0.5055555701255798
41,0.9518518447875977,0.5389785766601562,1e-05,0.047480836510658264,0.9972826242446899,0.9061728119850159,0.7472222447395325,0.6131739020347595,0.2073703408241272,0.8938053250312805,0.5611110925674438
42,0.9530864357948303,0.5384446382522583,1e-05,0.04677680507302284,0.9972899556159973,0.9086419939994812,0.7472222447395325,0.6186016201972961,0.21626392006874084,0.8938053250312805,0.5611110925674438
43,0.9450617432594299,0.5436650514602661,1e-05,0.05172697827219963,0.9838926196098328,0.904938280582428,0.7277777791023254,0.6253964900970459,0.243793323636055,0.918367326259613,0.5
44,0.9555555582046509,0.5373488664627075,1e-05,0.04431877285242081,0.9973045587539673,0.9135802388191223,0.7722222208976746,0.6075764298439026,0.1858615279197693,0.8951612710952759,0.6166666746139526
45,0.9567901492118835,0.535921573638916,1e-05,0.04318836331367493,0.9973118305206299,0.9160493612289429,0.824999988079071,0.5998792052268982,0.15397481620311737,0.8633540272712708,0.7722222208976746
46,0.9555555582046509,0.5371124744415283,1e-05,0.04446788877248764,0.9973045587539673,0.9135802388191223,0.7888888716697693,0.6035144925117493,0.1829826831817627,0.90625,0.644444465637207
47,0.9580246806144714,0.5338518619537354,1e-05,0.041941359639167786,0.9973190426826477,0.9185185432434082,0.7972221970558167,0.6029506921768188,0.17663635313510895,0.902255654335022,0.6666666865348816
48,0.9586419463157654,0.5333807468414307,1e-05,0.04149462282657623,0.9973226189613342,0.9197530746459961,0.7527777552604675,0.6127572059631348,0.20250225067138672,0.869918704032898,0.5944444537162781
49,0.9555555582046509,0.53533935546875,1e-05,0.043421074748039246,0.9959677457809448,0.914814829826355,0.8138889074325562,0.5980404019355774,0.15373218059539795,0.8692810535430908,0.7388888597488403
50,0.9580246806144714,0.5331968069076538,1e-05,0.04172854498028755,0.9973190426826477,0.9185185432434082,0.7611111402511597,0.6120458245277405,0.2009841352701187,0.8852459192276001,0.6000000238418579
51,0.9567901492118835,0.533548891544342,1e-05,0.041791629046201706,0.9933333396911621,0.9197530746459961,0.7638888955116272,0.609703779220581,0.194916233420372,0.8991596698760986,0.5944444537162781
52,0.959876537322998,0.5320460200309753,1e-05,0.03923673927783966,0.9960052967071533,0.9234567880630493,0.7472222447395325,0.6099783778190613,0.20246535539627075,0.886956512928009,0.5666666626930237
53,0.9592592716217041,0.5326439142227173,1e-05,0.04017766937613487,0.9946808218955994,0.9234567880630493,0.7555555701255798,0.6080060005187988,0.19813533127307892,0.8965517282485962,0.5777778029441833
54,0.960493803024292,0.5309112071990967,1e-05,0.03941540792584419,0.9973333477973938,0.9234567880630493,0.8388888835906982,0.5942888259887695,0.14865568280220032,0.9013158082962036,0.7611111402511597
55,0.9543209671974182,0.5356746315956116,1e-05,0.043988414108753204,0.9919785857200623,0.9160493612289429,0.8027777671813965,0.6018376350402832,0.16327030956745148,0.8707482814788818,0.7111111283302307
56,0.9617283940315247,0.5302262306213379,1e-05,0.03757248446345329,0.9973404407501221,0.9259259104728699,0.8083333373069763,0.6017673015594482,0.1599380522966385,0.8404908180236816,0.7611111402511597
57,0.9623456597328186,0.5293843746185303,1e-05,0.037349823862314224,0.9960265159606934,0.9283950328826904,0.8138889074325562,0.5970268845558167,0.1628306657075882,0.8951048851013184,0.7111111283302307
58,0.9629629850387573,0.5290777683258057,1e-05,0.03707895800471306,0.9973474740982056,0.9283950328826904,0.769444465637207,0.6090394854545593,0.19105525314807892,0.8702290058135986,0.6333333253860474
59,0.9617283940315247,0.5305150747299194,1e-05,0.03749019652605057,0.9973404407501221,0.9259259104728699,0.800000011920929,0.6014387607574463,0.17516407370567322,0.8913043737411499,0.6833333373069763
60,0.9623456597328186,0.5301869511604309,1e-05,0.037244223058223724,0.9960265159606934,0.9283950328826904,0.7833333611488342,0.6053493022918701,0.1731245517730713,0.8399999737739563,0.699999988079071
61,0.9641975164413452,0.52823805809021,1e-05,0.03574047610163689,0.9973545074462891,0.9308642148971558,0.769444465637207,0.6084868311882019,0.19327591359615326,0.9008264541625977,0.605555534362793
62,0.9623456597328186,0.5295171141624451,1e-05,0.03632424399256706,0.9947159886360168,0.9296296238899231,0.7833333611488342,0.6054246425628662,0.18300682306289673,0.8695651888847351,0.6666666865348816
63,0.9641975164413452,0.5275708436965942,1e-05,0.03502076864242554,0.9973545074462891,0.9308642148971558,0.7444444298744202,0.6161648631095886,0.21004638075828552,0.8606557250022888,0.5833333134651184
64,0.9654321074485779,0.5267403721809387,1e-05,0.0346045158803463,0.9973614811897278,0.9333333373069763,0.7583333253860474,0.6133608222007751,0.21279706060886383,0.8974359035491943,0.5833333134651184
65,0.9654321074485779,0.5263540148735046,1e-06,0.034586645662784576,0.9973614811897278,0.9333333373069763,0.7666666507720947,0.6092677712440491,0.19460180401802063,0.8870967626571655,0.6111111044883728
66,0.9654321074485779,0.526021420955658,1e-06,0.0345601812005043,0.9973614811897278,0.9333333373069763,0.7638888955116272,0.6097266674041748,0.19666221737861633,0.8861788511276245,0.605555534362793
67,0.9654321074485779,0.5259129405021667,1e-06,0.03457445278763771,0.9973614811897278,0.9333333373069763,0.7666666507720947,0.6076166033744812,0.19134023785591125,0.8809523582458496,0.6166666746139526
68,0.9654321074485779,0.5258117914199829,1e-06,0.034545689821243286,0.9973614811897278,0.9333333373069763,0.7555555701255798,0.6099611520767212,0.19793368875980377,0.8833333253860474,0.5888888835906982
69,0.9654321074485779,0.5257382392883301,1e-06,0.03457431495189667,0.9973614811897278,0.9333333373069763,0.7722222208976746,0.6060987114906311,0.1885039210319519,0.8828125,0.6277777552604675
