epoch,accuracy,loss,lr,mse,precision,recall,val_accuracy,val_loss,val_mse,val_precision,val_recall
0,0.4981481432914734,76.22273254394531,1e-05,0.47921425104141235,0.0,0.0,0.5,49.00214767456055,0.4344281852245331,0.0,0.0
1,0.5228394865989685,32.719425201416016,1e-05,0.3879374861717224,0.7341772317886353,0.07160493731498718,0.6333333253860474,20.115583419799805,0.2763628363609314,1.0,0.2666666805744171
2,0.6141975522041321,12.916203498840332,1e-05,0.340208500623703,0.8599221706390381,0.2728395164012909,0.6194444298744202,7.514469623565674,0.3361615538597107,0.7171717286109924,0.39444443583488464
3,0.6203703880310059,4.654982566833496,1e-05,0.32181838154792786,0.7963525652885437,0.3234567940235138,0.6333333253860474,2.6289751529693604,0.31113237142562866,0.7307692170143127,0.42222222685813904
4,0.6469135880470276,1.6970016956329346,1e-05,0.3078928589820862,0.8500000238418579,0.35679012537002563,0.6138888597488403,1.143218755722046,0.336700439453125,0.6158192157745361,0.605555534362793
5,0.6783950328826904,0.8631709218025208,1e-05,0.28517332673072815,0.8639798760414124,0.4234567880630493,0.7138888835906982,0.7100993394851685,0.25040605664253235,0.9425287246704102,0.4555555582046509
6,0.7006173133850098,0.6850700974464417,1e-05,0.2678197920322418,0.8619153499603271,0.47777777910232544,0.5611110925674438,0.767361044883728,0.3872808814048767,0.5454545617103577,0.7333333492279053
7,0.6944444179534912,0.6564707159996033,1e-05,0.27112877368927,0.8888888955116272,0.4444444477558136,0.7194444537162781,0.6309387683868408,0.2452714443206787,0.954023003578186,0.4611110985279083
8,0.719753086566925,0.640498161315918,1e-05,0.2516401410102844,0.9082568883895874,0.4888888895511627,0.7444444298744202,0.634617269039154,0.2258250117301941,0.8793103694915771,0.5666666626930237
9,0.7277777791023254,0.6340810656547546,1e-05,0.24317452311515808,0.9146067500114441,0.5024691224098206,0.7416666746139526,0.6199572682380676,0.24050000309944153,1.0,0.4833333194255829
10,0.7475308775901794,0.6243054866790771,1e-05,0.22290290892124176,0.9330453276634216,0.5333333611488342,0.7527777552604675,0.6229645013809204,0.2207629382610321,0.8823529481887817,0.5833333134651184
11,0.779629647731781,0.6146985292434692,1e-05,0.19829842448234558,0.9381044507026672,0.5987654328346252,0.7888888716697693,0.6124148368835449,0.20572476089000702,0.9482758641242981,0.6111111044883728
12,0.8043209910392761,0.605562686920166,1e-05,0.18139567971229553,0.9624765515327454,0.6333333253860474,0.7194444537162781,0.6267911195755005,0.25456205010414124,1.0,0.43888887763023376
13,0.8092592358589172,0.6014193296432495,1e-05,0.17497441172599792,0.968224287033081,0.6395061612129211,0.7361111044883728,0.6213365197181702,0.24012143909931183,1.0,0.4722222089767456
14,0.815432071685791,0.5976356863975525,1e-05,0.1670699566602707,0.963702380657196,0.6555555462837219,0.7583333253860474,0.6266644597053528,0.21782946586608887,0.8297872543334961,0.6499999761581421
15,0.8327160477638245,0.5911703109741211,1e-05,0.1558535099029541,0.9786856174468994,0.680246889591217,0.7361111044883728,0.6470855474472046,0.23005937039852142,0.7428571581840515,0.7222222089767456
16,0.8438271880149841,0.587803840637207,1e-05,0.1474895477294922,0.9843478202819824,0.6987654566764832,0.7527777552604675,0.6160714626312256,0.2252432256937027,0.9789473414421082,0.5166666507720947
17,0.8444444537162781,0.5871730446815491,1e-05,0.1476752758026123,0.9826989769935608,0.7012345790863037,0.75,0.6403220891952515,0.23471038043498993,0.7848101258277893,0.6888889074325562
18,0.8580247163772583,0.581756055355072,1e-05,0.13689249753952026,0.9865771532058716,0.7259259223937988,0.7861111164093018,0.6176409125328064,0.2093263864517212,0.8759124279022217,0.6666666865348816
19,0.8759258985519409,0.5726410150527954,1e-06,0.12143953144550323,0.9935170412063599,0.7567901015281677,0.7722222208976746,0.6180265545845032,0.20572702586650848,0.8450704216957092,0.6666666865348816
20,0.8765432238578796,0.5712301731109619,1e-06,0.11779161542654037,0.9935275316238403,0.7580246925354004,0.7861111164093018,0.6157561540603638,0.20029932260513306,0.8503401279449463,0.6944444179534912
21,0.8802469372749329,0.570016622543335,1e-06,0.11687169224023819,0.9935897588729858,0.7654321193695068,0.7666666507720947,0.6242341995239258,0.20379886031150818,0.807692289352417,0.699999988079071
22,0.8820987939834595,0.5689153075218201,1e-06,0.11416344344615936,0.9936203956604004,0.7691357731819153,0.7777777910232544,0.6170351505279541,0.20172108709812164,0.8472222089767456,0.6777777671813965
23,0.8827160596847534,0.5682414174079895,1e-06,0.1135912612080574,0.993630588054657,0.770370364189148,0.7749999761581421,0.6212092041969299,0.2026769071817398,0.8413792848587036,0.6777777671813965
24,0.8870370388031006,0.5674393177032471,1e-06,0.111427441239357,0.9937008023262024,0.7790123224258423,0.7722222208976746,0.6164923310279846,0.20612388849258423,0.8450704216957092,0.6666666865348816
25,0.8858024477958679,0.5674161314964294,1e-06,0.11182369291782379,0.9936808943748474,0.7765432000160217,0.7472222447395325,0.6346720457077026,0.22483785450458527,0.7730061411857605,0.699999988079071
26,0.8864197731018066,0.5664058327674866,1e-07,0.10948829352855682,0.9936908483505249,0.7777777910232544,0.7611111402511597,0.6236764788627625,0.20695702731609344,0.8051947951316833,0.6888889074325562
